,belief,certainty,uncertainty,user,vars
121,0.02673410098864415,6,0.514114573957545,Ms0M2ZcZ,"Height
College GPA"
122,1.0,7,0.26951155316539577,Ms0M2ZcZ,"Crime severity
Prison sentence duration"
123,1.0,7,0.0,Ms0M2ZcZ,"Annual carbon emissions
Global temperature increase"
124,0.07593231609211104,7,0.3249347256405715,Ms0M2ZcZ,"White blood cell count
IQ"
125,0.42193142685671603,7,0.665296273782789,Ms0M2ZcZ,"Median income
Number of grocery stores"
126,0.13091958546818483,5,0.5077097289824437,Ms0M2ZcZ,"Hours playing video games
Aggression"
127,1.0,7,0.3632060349182553,Ms0M2ZcZ,"Daily caloric intake
Body weight"
128,-1.0,7,0.4919826031250709,Ms0M2ZcZ,"Amount of rainfall
Number of sunny days"
129,1.0,7,0.25118551701949254,Ms0M2ZcZ,"Number traffic violations
Car insurance premium"
130,0.781985111011785,7,0.43602977797643017,Ms0M2ZcZ,"Yearly meat consumption
Yearly carbon emissions"
131,-1.0,7,0.5970145748107165,Ms0M2ZcZ,"Hours of TV watched in a month
Number of books read in a month"
132,1.0,5,0.5966199978900977,Ms0M2ZcZ,"Number of movies attended
Amount red meat eaten"
133,0.12276517914290164,4,0.8942198698941488,Ms0M2ZcZ,"Avg. hours on social media
Avg. hours of sleep"
134,1.0,4,0.41030550900998275,Ms0M2ZcZ,"Immigrant population
Number of Domestic violence incidents"
135,0.37486355783096714,4,1.2502728843380653,Ms0M2ZcZ,"Proportion of residents in poverty
Crime rate"
136,0.8511519307668765,4,0.5662707021158941,Ms0M2ZcZ,"Percent body fat
Red blood cell count"
137,1.0,4,0.06802498314917726,Ms0M2ZcZ,"IQ
Income"
138,0.4695716536874077,4,0.9616933767126847,Ms0M2ZcZ,"Daily calcium intake
Avg. resting pulse"
139,1.0,4,0.0,Ms0M2ZcZ,"Number of religious population
racial diversity"
140,0.4380954336732903,6,0.567058695390763,Ms0M2ZcZ,"Parental income
Children's SAT scores"
141,1.0,5,0.2016477625298143,Ms0M2ZcZ,"Homeless population
Avg. education attainment"
142,0.687976600328704,4,0.5640398832774367,Ms0M2ZcZ,"Homeless population
Uninsured population"
143,0.6715827255820399,4,1.4161880445526482,Ms0M2ZcZ,"Per capita gun ownership
Shooting-related deaths"
144,0.38128536802485646,4,1.4241847375363745,Ms0M2ZcZ,"Minimum wage
Unemployment rate"
145,1.0,4,0.20988787973809053,Ms0M2ZcZ,"Number of pedestrians
No. Violent crimes"
146,0.44692315260601245,6,1.106153694787975,Ms0M2ZcZ,"Immigrant population
Crime rate"
147,1.0,7,0.05696185553557376,Ms0M2ZcZ,"College GPA
Post-college income"
148,0.7235284736791447,6,0.5755859021802652,Ms0M2ZcZ,"Avg. hours on social media
Depression severity"
149,1.0,7,0.45209986390285173,Ms0M2ZcZ,"SAT score
College GPA"
150,-0.47022583305178994,6,0.3872138558759626,NoglGpV5,"Amount of rainfall
Number of sunny days"
151,0.9206699398311913,5,0.3393913539211906,NoglGpV5,"Daily caloric intake
Body weight"
152,-0.5619649080588616,5,0.5675453362720078,NoglGpV5,"Avg. hours on social media
Avg. hours of sleep"
153,0.25275377722743997,4,0.6923516809885548,NoglGpV5,"Annual carbon emissions
Global temperature increase"
154,0.7843279440096675,5,0.3921116920496943,NoglGpV5,"Minimum wage
Unemployment rate"
155,0.04850313073694901,6,0.48366952238656596,NoglGpV5,"Number of movies attended
Amount red meat eaten"
156,0.7612465979539005,6,0.49820202229593535,NoglGpV5,"Avg. hours on social media
Depression severity"
157,0.51210085422809,3,0.5377713479925224,NoglGpV5,"Homeless population
Uninsured population"
158,0.580575160503171,5,0.665549871690142,NoglGpV5,"Median income
Number of grocery stores"
159,0.8438268856669462,6,0.3942695290878644,NoglGpV5,"Number traffic violations
Car insurance premium"
160,-0.6597618074283393,4,0.7400837755351968,NoglGpV5,"Homeless population
Avg. education attainment"
161,-0.009539127614098641,3,0.3821696044162238,NoglGpV5,"Number of pedestrians
No. Violent crimes"
162,0.015112685908113654,3,0.49063160167746656,NoglGpV5,"Hours playing video games
Aggression"
163,-0.931638472466644,4,0.6230641818114517,NoglGpV5,"Per capita gun ownership
Shooting-related deaths"
164,0.4003658297544417,3,0.4950974560488639,NoglGpV5,"Immigrant population
Crime rate"
165,0.43173785053949976,4,0.4150425183329116,NoglGpV5,"Crime severity
Prison sentence duration"
166,0.7549830047140449,6,0.460769635622849,NoglGpV5,"Proportion of residents in poverty
Crime rate"
167,0.8589925163547478,5,0.1779353910033834,NoglGpV5,"Parental income
Children's SAT scores"
168,-0.2881716672183204,4,0.7202486361515668,NoglGpV5,"Daily calcium intake
Avg. resting pulse"
169,0.6233831530197622,5,0.7532336939604756,NoglGpV5,"Years of education
Income"
170,0.35682464771284406,4,0.8132422197162921,NoglGpV5,"Height
College GPA"
171,-0.4570443008803187,4,0.5261304843745269,NoglGpV5,"Percent body fat
Red blood cell count"
172,0.006828312271032866,3,0.7621669461853955,NoglGpV5,"Immigrant population
Number of Domestic violence incidents"
173,0.09752227565008087,5,0.3440234481696543,NoglGpV5,"College GPA
Post-college income"
174,0.11317950197206006,2,0.6566211809539646,NoglGpV5,"White blood cell count
IQ"
175,0.33254190357988467,4,0.4700392558596074,NoglGpV5,"IQ
Income"
176,-0.509450109411574,5,0.615144369140143,NoglGpV5,"Hours of TV watched in a month
Number of books read in a month"
177,0.15371287333668127,2,0.8051145506337141,NoglGpV5,"Number of religious population
racial diversity"
178,0.13921359499341568,5,0.6979088360827868,NoglGpV5,"SAT score
College GPA"
179,0.6447957897772645,5,0.4137584356943649,NoglGpV5,"Yearly meat consumption
Yearly carbon emissions"
180,0.9394896789142599,6,0.4934988778313689,ojuRoQpU,"SAT score
College GPA"
181,0.6849766492216696,7,0.20957772453238932,ojuRoQpU,"Homeless population
Uninsured population"
182,-1.0,7,0.18228229743675217,ojuRoQpU,"Immigrant population
Crime rate"
183,-0.03514955637875672,7,0.33759399155414194,ojuRoQpU,"Immigrant population
Number of Domestic violence incidents"
184,0.757234058672213,6,0.48873566652253597,ojuRoQpU,"Proportion of residents in poverty
Crime rate"
185,0.9065594401557171,7,0.2128830144221896,ojuRoQpU,"Hours of TV watched in a month
Number of books read in a month"
186,0.04844394746261482,7,0.22026751657667587,ojuRoQpU,"Height
College GPA"
187,0.014808821241352188,7,0.2594486752079175,ojuRoQpU,"Yearly meat consumption
Yearly carbon emissions"
188,0.06152641898701061,7,0.25195116952525703,ojuRoQpU,"Number of religious population
racial diversity"
189,0.5504795278931542,7,0.2815392602197837,ojuRoQpU,"Parental income
Children's SAT scores"
190,0.7802450217473771,7,0.48300040254543997,ojuRoQpU,"Per capita gun ownership
Shooting-related deaths"
191,0.27114731484037824,6,0.37634671488915195,ojuRoQpU,"Number of movies attended
Amount red meat eaten"
192,0.6109834974659845,6,0.3539389517880924,ojuRoQpU,"Avg. hours on social media
Avg. hours of sleep"
193,-0.3075730936182848,7,0.3285466169150825,ojuRoQpU,"Annual carbon emissions
Global temperature increase"
194,0.9376529768227835,7,0.136510541537477,ojuRoQpU,"Years of education
Income"
195,-0.17108080772279854,7,0.4266681994755903,ojuRoQpU,"Percent body fat
Red blood cell count"
196,-0.715889176629483,7,0.5749823562382994,ojuRoQpU,"Minimum wage
Unemployment rate"
197,0.9284072518769217,7,0.2030400272659998,ojuRoQpU,"Daily caloric intake
Body weight"
198,0.845000231686478,7,0.3027300868990144,ojuRoQpU,"Number traffic violations
Car insurance premium"
199,0.7869599886068765,7,0.40766909977894183,ojuRoQpU,"Amount of rainfall
Number of sunny days"
200,0.7641848544453833,7,0.3771094088195557,ojuRoQpU,"Homeless population
Avg. education attainment"
201,0.5664672248065876,7,0.5670944367382191,ojuRoQpU,"Median income
Number of grocery stores"
202,0.2365952645770366,7,0.2485400033714451,ojuRoQpU,"College GPA
Post-college income"
203,-0.03610866126790868,7,0.3541568345778061,ojuRoQpU,"IQ
Income"
204,0.04123380317248171,7,0.2410692306394655,ojuRoQpU,"White blood cell count
IQ"
205,0.06499856651867408,7,0.48327993967760946,ojuRoQpU,"Avg. hours on social media
Depression severity"
206,-0.9513503661543867,7,0.09729926769122632,ojuRoQpU,"Crime severity
Prison sentence duration"
207,0.1628605584764986,5,0.224209050819562,ojuRoQpU,"Hours playing video games
Aggression"
208,0.14545449959077028,6,0.22955992925067603,ojuRoQpU,"Daily calcium intake
Avg. resting pulse"
209,0.07415998360258658,7,0.8887047391205065,ojuRoQpU,"Number of pedestrians
No. Violent crimes"
210,0.42860641226715823,6,0.6295632181085704,nzTQIkJp,"Median income
Number of grocery stores"
211,0.8389342646424989,6,0.5933769272316232,nzTQIkJp,"Years of education
Income"
212,-0.7233468533592864,7,0.3723608758753234,nzTQIkJp,"Homeless population
Avg. education attainment"
213,0.25142477460108714,6,0.20639004424823404,nzTQIkJp,"Avg. hours on social media
Depression severity"
214,0.900092922258747,7,0.08626541468122584,nzTQIkJp,"Number traffic violations
Car insurance premium"
215,0.803809867989429,6,0.9520685880866269,nzTQIkJp,"Per capita gun ownership
Shooting-related deaths"
216,-0.3805624155596137,7,0.2946298302014485,nzTQIkJp,"Amount of rainfall
Number of sunny days"
217,0.10007285295362434,6,0.882824829222496,nzTQIkJp,"Height
College GPA"
218,0.5441759273635831,5,1.0030539833211298,nzTQIkJp,"Daily caloric intake
Body weight"
219,-0.011478405016225546,6,0.9104105522057593,nzTQIkJp,"Immigrant population
Number of Domestic violence incidents"
220,-0.02969859217937354,4,0.6100231078230751,nzTQIkJp,"Hours playing video games
Aggression"
221,-0.27495518987854495,2,0.6719683213522756,nzTQIkJp,"Minimum wage
Unemployment rate"
222,-0.0303296531463752,5,0.9856886584269351,nzTQIkJp,"Number of pedestrians
No. Violent crimes"
223,-0.48529063812112905,2,0.5915163589223269,nzTQIkJp,"White blood cell count
IQ"
224,0.41167901990738054,1,0.303070980833841,nzTQIkJp,"Yearly meat consumption
Yearly carbon emissions"
225,0.29900880614758085,6,0.2201207579934863,nzTQIkJp,"Number of movies attended
Amount red meat eaten"
226,0.4783424107630383,6,0.7192283440319676,nzTQIkJp,"Proportion of residents in poverty
Crime rate"
227,-0.4218298264461379,7,0.5560268983051564,nzTQIkJp,"Hours of TV watched in a month
Number of books read in a month"
228,-0.47712116264793986,2,0.5807244338071689,nzTQIkJp,"Number of religious population
racial diversity"
229,-0.07529699908368959,1,1.0074650606850324,nzTQIkJp,"Daily calcium intake
Avg. resting pulse"
230,-0.4122518731173572,5,0.38755679583143454,nzTQIkJp,"Immigrant population
Crime rate"
231,0.505590013690653,6,0.9330652486970517,nzTQIkJp,"IQ
Income"
232,-0.4949886061777003,1,0.7206528920736299,nzTQIkJp,"Percent body fat
Red blood cell count"
233,0.5468349953746705,6,0.4913002111298159,nzTQIkJp,"College GPA
Post-college income"
234,0.2916638561149414,6,0.3719509419232183,nzTQIkJp,"SAT score
College GPA"
235,0.4545317338964152,6,0.1011680169077549,nzTQIkJp,"Annual carbon emissions
Global temperature increase"
236,-0.4143850703541632,5,0.4998825975540997,nzTQIkJp,"Avg. hours on social media
Avg. hours of sleep"
237,0.4960214800095608,7,0.4607526316435151,nzTQIkJp,"Parental income
Children's SAT scores"
238,0.36382311125947875,6,0.27510968413013304,nzTQIkJp,"Crime severity
Prison sentence duration"
239,0.4235789466441642,7,0.32026685852016157,nzTQIkJp,"Homeless population
Uninsured population"
240,0.847388665419289,7,0.16572874094201584,WcpZyNIn,"Homeless population
Uninsured population"
241,1.0,6,0.0,WcpZyNIn,"Hours of TV watched in a month
Number of books read in a month"
242,0.6002331988376166,7,0.036654888896836324,WcpZyNIn,"Number of pedestrians
No. Violent crimes"
243,1.0,7,0.0038176326616223832,WcpZyNIn,"Per capita gun ownership
Shooting-related deaths"
244,-0.7708932839260576,6,0.044009437265104756,WcpZyNIn,"Immigrant population
Number of Domestic violence incidents"
245,-1.0,4,0.0,WcpZyNIn,"Number of movies attended
Amount red meat eaten"
246,-0.7757824820666914,5,0.008662832802304399,WcpZyNIn,"Daily calcium intake
Avg. resting pulse"
247,0.91517878900922,6,0.010981661802516696,WcpZyNIn,"Years of education
Income"
248,-0.9712486613029307,7,0.020725374134359154,WcpZyNIn,"College GPA
Post-college income"
249,0.8323320040047393,5,0.006033550255302167,WcpZyNIn,"Percent body fat
Red blood cell count"
250,0.9359456322330177,7,0.00978679703144647,WcpZyNIn,"Yearly meat consumption
Yearly carbon emissions"
251,0.5157982513024002,5,0.05482721523424505,WcpZyNIn,"Median income
Number of grocery stores"
252,0.7878183241675756,7,0.004736793313223853,WcpZyNIn,"Annual carbon emissions
Global temperature increase"
253,0.8633374660290731,6,0.027213195883161845,WcpZyNIn,"Daily caloric intake
Body weight"
254,-0.818420087903394,6,0.010528517273288962,WcpZyNIn,"Amount of rainfall
Number of sunny days"
255,0.7529675259165862,5,0.09169679325723701,WcpZyNIn,"Avg. hours on social media
Depression severity"
256,-0.9816696607965272,6,0.036660678406945424,WcpZyNIn,"Number of religious population
racial diversity"
257,-0.9510447137735047,7,0.0017424114128854473,WcpZyNIn,"Height
College GPA"
258,0.9809220890818198,7,0.025123742313814645,WcpZyNIn,"Homeless population
Avg. education attainment"
259,0.44592564647822375,5,0.07998315871561634,WcpZyNIn,"Parental income
Children's SAT scores"
260,0.21752113725862943,6,0.040160316826611586,WcpZyNIn,"IQ
Income"
261,0.9324685303111879,5,0.5714620854072832,WcpZyNIn,"Minimum wage
Unemployment rate"
262,1.0,6,0.0,WcpZyNIn,"Proportion of residents in poverty
Crime rate"
263,-0.9588476955580678,6,0.08133001804304607,WcpZyNIn,"White blood cell count
IQ"
264,0.6262578319309358,6,0.09521110901243834,WcpZyNIn,"SAT score
College GPA"
265,-0.6035118923822869,6,0.09079206512528049,WcpZyNIn,"Immigrant population
Crime rate"
266,0.881490633764975,7,0.06006711304360124,WcpZyNIn,"Number traffic violations
Car insurance premium"
267,0.638005353300747,5,0.1525471910206142,WcpZyNIn,"Avg. hours on social media
Avg. hours of sleep"
268,0.8090326383812907,5,0.6298424359598154,WcpZyNIn,"Crime severity
Prison sentence duration"
269,0.768107125699977,5,0.11075864319842044,WcpZyNIn,"Hours playing video games
Aggression"
270,-0.22230606149987636,1,1.5553878770002474,pLLXz6xG,"White blood cell count
IQ"
271,0.315042770539544,3,2.0,pLLXz6xG,"Immigrant population
Number of Domestic violence incidents"
272,0.36189289072654507,2,0.3822408741819896,pLLXz6xG,"Daily calcium intake
Avg. resting pulse"
273,0.9201429502246523,3,0.4481486843963154,pLLXz6xG,"Median income
Number of grocery stores"
274,0.1373440699992794,2,1.0071820223754309,pLLXz6xG,"Number of movies attended
Amount red meat eaten"
275,0.9598141386473067,3,0.467443752949251,pLLXz6xG,"Immigrant population
Crime rate"
276,-0.9115808613947167,3,0.9934246064819794,pLLXz6xG,"Minimum wage
Unemployment rate"
277,0.9630016346704986,3,0.4628850452797726,pLLXz6xG,"Number of religious population
racial diversity"
278,-1.0,3,0.3318317514545801,pLLXz6xG,"Yearly meat consumption
Yearly carbon emissions"
279,0.9306332069440642,3,0.4804294195715879,pLLXz6xG,"Number of pedestrians
No. Violent crimes"
280,0.8413136164660513,3,0.43047344666722687,pLLXz6xG,"Proportion of residents in poverty
Crime rate"
281,0.9690858373107842,3,0.23328076773278017,pLLXz6xG,"Number traffic violations
Car insurance premium"
282,-1.0,3,0.20882967660298513,pLLXz6xG,"Hours playing video games
Aggression"
283,0.9740714869221161,3,0.2800168469369566,pLLXz6xG,"Daily caloric intake
Body weight"
284,0.38389152293916884,3,0.8872612157105946,pLLXz6xG,"Per capita gun ownership
Shooting-related deaths"
285,1.0,3,0.390029949694642,pLLXz6xG,"Annual carbon emissions
Global temperature increase"
286,-1.0,3,0.17312720312053353,pLLXz6xG,"Avg. hours on social media
Depression severity"
287,-0.9403066411325318,3,0.4447028823432011,pLLXz6xG,"Homeless population
Avg. education attainment"
288,-1.0,3,0.1311125453921571,pLLXz6xG,"Amount of rainfall
Number of sunny days"
289,1.0,3,0.244747161456486,pLLXz6xG,"Homeless population
Uninsured population"
290,-1.0,3,0.3306576312449989,pLLXz6xG,"Hours of TV watched in a month
Number of books read in a month"
291,-1.0,3,0.23255129350474935,pLLXz6xG,"Avg. hours on social media
Avg. hours of sleep"
292,-0.19532849523142093,3,1.6093430095371581,pLLXz6xG,"College GPA
Post-college income"
293,0.005937303176752451,2,1.988125393646495,pLLXz6xG,"Parental income
Children's SAT scores"
